technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1498,False,Network Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",sensor health,host status
T1498,False,Network Denial of Service,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",network traffic,network traffic flow
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",process,process creation
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",command,command execution
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",file,file creation
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",network traffic,network connection creation
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",network traffic,network traffic flow
T1496,False,Resource Hijacking,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",sensor health,host status
T1495,False,Firmware Corruption,['impact'],"['Linux', 'macOS', 'Windows']",firmware,firmware modification
T1491,False,Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file modification
T1491,False,Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file creation
T1491,False,Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",application log,application log content
T1491,False,Defacement,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",network traffic,network traffic content
T1490,False,Inhibit System Recovery,['impact'],"['Windows', 'macOS', 'Linux']",process,process creation
T1490,False,Inhibit System Recovery,['impact'],"['Windows', 'macOS', 'Linux']",command,command execution
T1490,False,Inhibit System Recovery,['impact'],"['Windows', 'macOS', 'Linux']",service,service metadata
T1490,False,Inhibit System Recovery,['impact'],"['Windows', 'macOS', 'Linux']",windows registry,windows registry key modification
T1490,False,Inhibit System Recovery,['impact'],"['Windows', 'macOS', 'Linux']",file,file deletion
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",process,process creation
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",command,command execution
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",process,os api execution
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",service,service metadata
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",windows registry,windows registry key modification
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",file,file modification
T1489,False,Service Stop,['impact'],"['Windows', 'Linux', 'macOS']",process,process termination
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",cloud storage,cloud storage metadata
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",cloud storage,cloud storage modification
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",process,process creation
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",command,command execution
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",file,file modification
T1486,False,Data Encrypted for Impact,['impact'],"['Linux', 'macOS', 'Windows', 'IaaS']",file,file creation
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",process,process creation
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",command,command execution
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file modification
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file deletion
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",image,image deletion
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",instance,instance deletion
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",snapshot,snapshot deletion
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",cloud storage,cloud storage deletion
T1485,False,Data Destruction,['impact'],"['Windows', 'IaaS', 'Linux', 'macOS']",volume,volume deletion
T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",active directory,active directory object creation
T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",active directory,active directory object deletion
T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",active directory,active directory object modification
T1484,False,Domain Policy Modification,"['defense-evasion', 'privilege-escalation']","['Windows', 'Azure AD']",command,command execution
T1482,False,Domain Trust Discovery,['discovery'],['Windows'],process,process creation
T1482,False,Domain Trust Discovery,['discovery'],['Windows'],command,command execution
T1482,False,Domain Trust Discovery,['discovery'],['Windows'],process,os api execution
T1482,False,Domain Trust Discovery,['discovery'],['Windows'],script,script execution
T1480,False,Execution Guardrails,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process creation
T1480,False,Execution Guardrails,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1221,False,Template Injection,['defense-evasion'],['Windows'],process,process creation
T1221,False,Template Injection,['defense-evasion'],['Windows'],network traffic,network connection creation
T1221,False,Template Injection,['defense-evasion'],['Windows'],network traffic,network traffic content
T1220,False,XSL Script Processing,['defense-evasion'],['Windows'],process,process creation
T1220,False,XSL Script Processing,['defense-evasion'],['Windows'],module,module load
T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",process,process creation
T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",command,command execution
T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",active directory,active directory object modification
T1222,False,File and Directory Permissions Modification,['defense-evasion'],"['Linux', 'Windows', 'macOS']",file,file metadata
T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",file,file creation
T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",process,process creation
T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",network traffic,network connection creation
T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",network traffic,network traffic content
T1189,False,Drive-by Compromise,['initial-access'],"['Windows', 'Linux', 'macOS', 'SaaS']",application log,application log content
T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],active directory,active directory object creation
T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],active directory,active directory object modification
T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],network traffic,network traffic content
T1207,False,Rogue Domain Controller,['defense-evasion'],['Windows'],user account,user account authentication
T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",application log,application log content
T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",logon session,logon session metadata
T1199,False,Trusted Relationship,['initial-access'],"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS']",logon session,logon session creation
T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],process,process creation
T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],network traffic,network connection creation
T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],service,service metadata
T1197,False,BITS Jobs,"['defense-evasion', 'persistence']",['Windows'],command,command execution
T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",process,process creation
T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",command,command execution
T1217,False,Browser Bookmark Discovery,['discovery'],"['Linux', 'Windows', 'macOS']",file,file access
T1213,False,Data from Information Repositories,['collection'],"['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace']",logon session,logon session creation
T1213,False,Data from Information Repositories,['collection'],"['Linux', 'Windows', 'macOS', 'SaaS', 'Office 365', 'Google Workspace']",application log,application log content
T1212,False,Exploitation for Credential Access,['credential-access'],"['Linux', 'Windows', 'macOS']",nan,nan
T1211,False,Exploitation for Defense Evasion,['defense-evasion'],"['Linux', 'Windows', 'macOS']",nan,nan
T1200,False,Hardware Additions,['initial-access'],"['Windows', 'Linux', 'macOS']",nan,nan
T1202,False,Indirect Command Execution,['defense-evasion'],['Windows'],process,process creation
T1202,False,Indirect Command Execution,['defense-evasion'],['Windows'],command,command execution
T1201,False,Password Policy Discovery,['discovery'],"['Windows', 'Linux', 'macOS']",process,process creation
T1201,False,Password Policy Discovery,['discovery'],"['Windows', 'Linux', 'macOS']",command,command execution
T1190,False,Exploit Public-Facing Application,['initial-access'],"['Windows', 'IaaS', 'Network', 'Linux', 'macOS', 'Containers']",application log,application log content
T1190,False,Exploit Public-Facing Application,['initial-access'],"['Windows', 'IaaS', 'Network', 'Linux', 'macOS', 'Containers']",network traffic,network traffic content
T1210,False,Exploitation of Remote Services,['lateral-movement'],"['Linux', 'Windows', 'macOS']",application log,application log content
T1210,False,Exploitation of Remote Services,['lateral-movement'],"['Linux', 'Windows', 'macOS']",network traffic,network traffic content
T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",process,process creation
T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",network traffic,network traffic flow
T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",network traffic,network connection creation
T1219,False,Remote Access Software,['command-and-control'],"['Linux', 'Windows', 'macOS']",network traffic,network traffic content
T1195,False,Supply Chain Compromise,['initial-access'],"['Linux', 'Windows', 'macOS']",nan,nan
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",application log,application log content
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",instance,instance start
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",instance,instance creation
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",image,image creation
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",command,command execution
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",container,container start
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",container,container creation
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",network traffic,network connection creation
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",network traffic,network traffic content
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",file,file creation
T1204,False,User Execution,['execution'],"['Linux', 'Windows', 'macOS', 'IaaS', 'Containers']",process,process creation
T1203,False,Exploitation for Client Execution,['execution'],"['Linux', 'Windows', 'macOS']",nan,nan
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],process,process creation
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],file,file creation
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],module,module load
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],process,os api execution
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],command,command execution
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],windows registry,windows registry key modification
T1218,False,Signed Binary Proxy Execution,['defense-evasion'],['Windows'],network traffic,network connection creation
T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",network traffic,network connection creation
T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic flow
T1205,False,Traffic Signaling,"['defense-evasion', 'persistence', 'command-and-control']","['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic content
T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],process,process creation
T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],command,command execution
T1216,False,Signed Script Proxy Execution,['defense-evasion'],['Windows'],script,script execution
T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",command,command execution
T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",process,process creation
T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",windows registry,windows registry key creation
T1176,False,Browser Extensions,['persistence'],"['Linux', 'macOS', 'Windows']",file,file creation
T1175,False,Component Object Model and Distributed COM,"['lateral-movement', 'execution']",['Windows'],nan,nan
T1187,False,Forced Authentication,['credential-access'],['Windows'],file,file access
T1187,False,Forced Authentication,['credential-access'],['Windows'],file,file creation
T1187,False,Forced Authentication,['credential-access'],['Windows'],file,file modification
T1187,False,Forced Authentication,['credential-access'],['Windows'],network traffic,network traffic content
T1187,False,Forced Authentication,['credential-access'],['Windows'],network traffic,network traffic flow
T1185,False,Man in the Browser,['collection'],['Windows'],process,process access
T1185,False,Man in the Browser,['collection'],['Windows'],logon session,logon session creation
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process creation
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],process,process metadata
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],process,os api execution
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],user account,user account metadata
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],active directory,active directory object modification
T1134,False,Access Token Manipulation,"['defense-evasion', 'privilege-escalation']",['Windows'],command,command execution
T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",user account,user account creation
T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1136,False,Create Account,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1149,False,LC_MAIN Hijacking,['defense-evasion'],['macOS'],nan,nan
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",process,process creation
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",command,command execution
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key creation
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",windows registry,windows registry key modification
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",file,file creation
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",file,file modification
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",module,module load
T1137,False,Office Application Startup,['persistence'],"['Windows', 'Office 365']",application log,application log content
T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",process,process creation
T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",file,file modification
T1140,False,Deobfuscate/Decode Files or Information,['defense-evasion'],"['Windows', 'Linux', 'macOS']",script,script execution
T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",process,process creation
T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",command,command execution
T1135,False,Network Share Discovery,['discovery'],"['macOS', 'Windows', 'Linux']",process,os api execution
T1153,False,Source,['execution'],"['Linux', 'macOS']",nan,nan
T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers']",application log,application log content
T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers']",logon session,logon session metadata
T1133,False,External Remote Services,"['persistence', 'initial-access']","['Windows', 'Linux', 'Containers']",network traffic,network traffic flow
T1132,False,Data Encoding,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1129,False,Shared Modules,['execution'],['Windows'],process,os api execution
T1129,False,Shared Modules,['execution'],['Windows'],module,module load
T1127,False,Trusted Developer Utilities Proxy Execution,['defense-evasion'],['Windows'],process,process creation
T1127,False,Trusted Developer Utilities Proxy Execution,['defense-evasion'],['Windows'],command,command execution
T1125,False,Video Capture,['collection'],"['Windows', 'macOS']",process,os api execution
T1125,False,Video Capture,['collection'],"['Windows', 'macOS']",command,command execution
T1124,False,System Time Discovery,['discovery'],['Windows'],process,process creation
T1124,False,System Time Discovery,['discovery'],['Windows'],command,command execution
T1124,False,System Time Discovery,['discovery'],['Windows'],process,os api execution
T1123,False,Audio Capture,['collection'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1123,False,Audio Capture,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",process,process creation
T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",command,command execution
T1120,False,Peripheral Device Discovery,['discovery'],"['Windows', 'macOS']",process,os api execution
T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",file,file access
T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1119,False,Automated Collection,['collection'],"['Linux', 'macOS', 'Windows']",script,script execution
T1115,False,Clipboard Data,['collection'],"['Linux', 'Windows', 'macOS']",process,os api execution
T1115,False,Clipboard Data,['collection'],"['Linux', 'Windows', 'macOS']",command,command execution
T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace']",file,file access
T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace']",network traffic,network connection creation
T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace']",logon session,logon session creation
T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace']",command,command execution
T1114,False,Email Collection,['collection'],"['Windows', 'Office 365', 'Google Workspace']",application log,application log content
T1113,False,Screen Capture,['collection'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1113,False,Screen Capture,['collection'],"['Linux', 'macOS', 'Windows']",command,command execution
T1112,False,Modify Registry,['defense-evasion'],['Windows'],process,process creation
T1112,False,Modify Registry,['defense-evasion'],['Windows'],process,os api execution
T1112,False,Modify Registry,['defense-evasion'],['Windows'],command,command execution
T1112,False,Modify Registry,['defense-evasion'],['Windows'],windows registry,windows registry key creation
T1112,False,Modify Registry,['defense-evasion'],['Windows'],windows registry,windows registry key modification
T1112,False,Modify Registry,['defense-evasion'],['Windows'],windows registry,windows registry key deletion
T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",windows registry,windows registry key modification
T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",driver,driver load
T1111,False,Two-Factor Authentication Interception,['credential-access'],"['Linux', 'Windows', 'macOS']",process,os api execution
T1110,False,Brute Force,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1110,False,Brute Force,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",application log,application log content
T1108,False,Redundant Access,"['defense-evasion', 'persistence']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS']",nan,nan
T1106,False,Native API,['execution'],"['Windows', 'macOS', 'Linux']",process,os api execution
T1106,False,Native API,['execution'],"['Windows', 'macOS', 'Linux']",module,module load
T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1105,False,Ingress Tool Transfer,['command-and-control'],"['Linux', 'macOS', 'Windows']",file,file creation
T1104,False,Multi-Stage Channels,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1104,False,Multi-Stage Channels,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1102,False,Web Service,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",file,file modification
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",group,group modification
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",user account,user account modification
T1098,False,Account Manipulation,['persistence'],"['Windows', 'Azure AD', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",active directory,active directory object modification
T1095,False,Non-Application Layer Protocol,['command-and-control'],"['Windows', 'Linux', 'macOS', 'Network']",network traffic,network traffic flow
T1095,False,Non-Application Layer Protocol,['command-and-control'],"['Windows', 'Linux', 'macOS', 'Network']",network traffic,network traffic content
T1092,False,Communication Through Removable Media,['command-and-control'],"['Linux', 'macOS', 'Windows']",drive,drive creation
T1092,False,Communication Through Removable Media,['command-and-control'],"['Linux', 'macOS', 'Windows']",drive,drive access
T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],process,process creation
T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],file,file access
T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],file,file creation
T1091,False,Replication Through Removable Media,"['lateral-movement', 'initial-access']",['Windows'],drive,drive creation
T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic flow
T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network connection creation
T1090,False,Proxy,['command-and-control'],"['Linux', 'macOS', 'Windows', 'Network']",network traffic,network traffic content
T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",user account,user account metadata
T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1087,False,Account Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",file,file access
T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",process,process creation
T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",command,command execution
T1083,False,File and Directory Discovery,['discovery'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",instance,instance metadata
T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",process,process creation
T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",command,command execution
T1082,False,System Information Discovery,['discovery'],"['Windows', 'IaaS', 'Linux', 'macOS']",process,os api execution
T1080,False,Taint Shared Content,['lateral-movement'],['Windows'],process,process creation
T1080,False,Taint Shared Content,['lateral-movement'],['Windows'],file,file creation
T1080,False,Taint Shared Content,['lateral-movement'],['Windows'],file,file modification
T1080,False,Taint Shared Content,['lateral-movement'],['Windows'],network share,network share access
T1078,False,Valid Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1078,False,Valid Accounts,"['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access']","['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",logon session,logon session creation
T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file access
T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",file,file creation
T1074,False,Data Staged,['collection'],"['Windows', 'IaaS', 'Linux', 'macOS']",command,command execution
T1072,False,Software Deployment Tools,"['execution', 'lateral-movement']","['Linux', 'macOS', 'Windows']",application log,application log content
T1072,False,Software Deployment Tools,"['execution', 'lateral-movement']","['Linux', 'macOS', 'Windows']",process,process creation
T1071,False,Application Layer Protocol,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic flow
T1071,False,Application Layer Protocol,['command-and-control'],"['Linux', 'macOS', 'Windows']",network traffic,network traffic content
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",process,process creation
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file deletion
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file modification
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",windows registry,windows registry key modification
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",windows registry,windows registry key deletion
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",process,os api execution
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",command,command execution
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",network traffic,network traffic content
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",user account,user account authentication
T1070,False,Indicator Removal on Host,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file metadata
T1069,False,Permission Groups Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",process,process creation
T1069,False,Permission Groups Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",command,command execution
T1069,False,Permission Groups Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",group,group enumeration
T1069,False,Permission Groups Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",group,group metadata
